,ht,ace,df,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced,win_ratio,top_25_reached
Dennis Novak,183.0,4.530612244897959,4.081632653061225,73.04081632653062,44.42857142857143,30.367346938775512,13.183673469387756,11.122448979591837,4.122448979591836,7.326530612244898,0.4869211791172421,0.0
Kamil Majchrzak,183.0,3.26,2.4,65.1,36.5,24.68,14.06,10.18,3.82,6.82,0.9884677756945973,0.0
Facundo Bagnis,183.0,2.94,3.66,71.2,42.84,29.4,14.0,10.88,3.8,6.6,0.5129081632027673,0.0
Nino Serdarusic,191.0,4.638297872340425,3.893617021276596,64.48936170212765,35.638297872340424,25.27659574468085,13.319148936170214,9.914893617021276,3.6595744680851063,6.595744680851064,0.3471310011205835,0.0
Soon Woo Kwon,180.0,3.68,2.86,68.34,39.22,26.92,15.2,10.64,3.7,6.4,0.5985495471811849,0.0
Kevin King,190.0,6.108695652173913,4.1521739130434785,78.08695652173913,47.78260869565217,33.69565217391305,14.652173913043478,11.91304347826087,3.9130434782608696,6.6521739130434785,0.737261557025298,0.0
Cedrik Marcel Stebe,183.0,3.4390243902439024,3.073170731707317,76.21951219512195,48.68292682926829,33.0,13.829268292682928,11.75609756097561,4.439024390243903,7.463414634146342,0.8995619183320739,0.0
Gian Marco Moroni,185.0,1.163265306122449,3.489795918367347,71.28571428571429,43.183673469387756,27.959183673469386,13.551020408163266,10.755102040816327,4.326530612244898,7.673469387755102,1.0642697634808802,0.0
Sebastian Ofner,191.0,6.065217391304348,3.6739130434782608,70.73913043478261,38.80434782608695,28.652173913043477,16.108695652173914,11.304347826086957,3.4130434782608696,5.826086956521739,0.9618135224993783,0.0
Jozef Kovalik,183.0,3.4489795918367347,1.9591836734693877,74.10204081632654,42.16326530612245,29.122448979591837,16.510204081632654,11.591836734693878,3.9183673469387754,6.816326530612245,0.6937830792707973,0.0
Thanasi Kokkinakis,196.0,6.0,4.081632653061225,70.6938775510204,39.53061224489796,29.755102040816325,15.693877551020408,11.081632653061224,3.36734693877551,5.448979591836735,1.0686049963438535,0.0
Norbert Gombos,193.0,4.2,4.08,71.38,41.92,28.76,14.3,11.04,3.8,6.76,0.4984589581050755,0.0
Tommy Paul,185.0,3.9285714285714284,2.619047619047619,70.69047619047619,40.904761904761905,28.023809523809526,15.023809523809524,11.047619047619047,3.6904761904761907,6.5476190476190474,0.8172533927070275,1.0
Marc Polmans,188.0,1.7333333333333334,2.8666666666666667,70.66666666666667,45.51111111111111,29.444444444444443,12.644444444444444,10.688888888888888,4.044444444444444,7.133333333333334,0.37694229751947606,0.0
Tim Smyczek,175.0,1.0,2.0,67.0,42.0,22.0,12.0,9.0,8.0,12.0,0.7240727608104394,0.0
Duck Hee Lee,175.0,1.7872340425531914,2.872340425531915,73.02127659574468,44.38297872340426,28.680851063829788,13.829787234042554,11.23404255319149,4.1063829787234045,7.659574468085107,0.4171496012106854,0.0
Jenson Brooksby,188.0,2.32,1.42,75.12,50.72,33.1,12.32,10.56,5.06,7.94,1.0549232239258235,0.0
Vasek Pospisil,193.0,7.17948717948718,3.0256410256410255,67.02564102564102,38.743589743589745,29.17948717948718,14.564102564102564,10.871794871794872,2.8205128205128207,4.871794871794871,0.487750156896712,0.0
Di Wu,175.0,1.5833333333333333,2.25,66.77083333333333,41.291666666666664,25.541666666666668,13.8125,10.395833333333334,3.8958333333333335,7.125,0.4621557678879541,0.0
Zhizhen Zhang,193.0,5.093023255813954,2.2790697674418605,65.67441860465117,39.93023255813954,26.302325581395348,11.651162790697674,10.279069767441861,3.744186046511628,7.093023255813954,1.03284739413123,0.0
Go Soeda,178.0,5.0,4.0,103.5,59.5,38.0,24.0,15.0,3.5,7.5,0.6615789083948199,0.0
Nikola Milojevic,188.0,3.1666666666666665,5.041666666666667,72.72916666666667,39.520833333333336,26.854166666666668,15.875,11.354166666666666,3.7916666666666665,7.270833333333333,0.42832391726106583,0.0
Alen Avidzba,,4.448979591836735,3.7551020408163267,72.38775510204081,41.142857142857146,28.857142857142858,15.63265306122449,11.306122448979592,4.040816326530612,7.020408163265306,0.6250247807026276,0.0
Lukas Rosol,196.0,1.5,4.0,71.0,36.0,23.0,15.5,10.0,4.5,8.0,0.6572810058569635,0.0
Yuichi Sugita,173.0,2.5,1.9375,71.5,43.0625,30.1875,14.8125,11.3125,3.6875,6.375,0.4943595072592584,0.0
Gianluca Mager,185.0,5.74,3.9,72.06,39.84,28.76,15.34,11.34,3.98,6.9,0.5572019907890992,0.0
Jack Sock,185.0,6.9,4.66,77.68,42.96,29.8,17.98,11.6,4.52,7.24,1.2447466180955966,1.0
Alexandr Dolgopolov,180.0,1.0,3.0,39.0,13.0,9.0,9.0,7.0,2.0,6.0,0.5263413954840617,1.0
Horacio Zeballos,188.0,,,,,,,,,,0.44681075141045024,0.0
Mirza Basic,188.0,6.043478260869565,2.0217391304347827,70.6086956521739,45.52173913043478,31.369565217391305,13.0,11.065217391304348,3.9565217391304346,6.413043478260869,0.6851941792146142,0.0
Ricardo Ojeda Lara,180.0,1.2127659574468086,1.5957446808510638,65.12765957446808,42.829787234042556,27.340425531914892,10.425531914893616,10.148936170212766,3.6595744680851063,6.9787234042553195,0.5121454345627174,0.0
Yuki Bhambri,183.0,2.951219512195122,2.8292682926829267,70.70731707317073,44.09756097560975,28.29268292682927,13.804878048780488,10.926829268292684,4.219512195121951,7.439024390243903,0.5450052663162959,0.0
Gilles Muller,193.0,8.0,3.0,86.0,48.5,34.5,19.0,13.0,4.5,8.0,0.7511435012781527,1.0
Ruben Bemelmans,183.0,,,,,,,,,,0.6326377772754338,0.0
Julien Benneteau,185.0,2.8,2.6,75.2,41.6,24.8,12.6,10.4,7.4,12.6,0.6592264878316197,0.0
Nicolas Kicker,178.0,1.4042553191489362,2.9148936170212765,74.08510638297872,48.42553191489362,30.70212765957447,12.72340425531915,11.382978723404255,4.212765957446808,7.617021276595745,0.4766251419853374,0.0
Carlos Taberner,183.0,1.5625,3.2916666666666665,68.29166666666667,41.833333333333336,27.9375,13.604166666666666,10.520833333333334,3.4166666666666665,6.208333333333333,0.5642807158228635,0.0
Roberto Quiroz,193.0,3.4693877551020407,2.795918367346939,71.79591836734694,44.795918367346935,31.0,13.551020408163266,10.918367346938776,4.551020408163265,7.061224489795919,0.8581091622351452,0.0
Gerald Melzer,188.0,4.27906976744186,2.5348837209302326,66.32558139534883,38.81395348837209,26.72093023255814,13.976744186046512,10.232558139534884,3.627906976744186,6.3023255813953485,0.688358871596959,0.0
Victor Estrella,173.0,2.0,2.0,83.0,60.0,35.0,12.0,11.0,5.0,8.0,0.42405497726968683,0.0
Andrej Martin,180.0,3.325,3.15,73.1,47.1,32.225,12.525,10.95,4.575,7.2,0.5002435011112475,0.0
Blaz Kavcic,188.0,3.3333333333333335,6.333333333333333,90.0,53.333333333333336,36.333333333333336,15.333333333333334,13.333333333333334,7.0,11.666666666666666,0.6326603849993022,0.0
Gastao Elias,178.0,2.9714285714285715,3.8,67.54285714285714,35.6,22.97142857142857,14.971428571428572,10.228571428571428,4.142857142857143,7.771428571428571,0.6568766534787943,0.0
Thomaz Bellucci,188.0,5.0,2.3333333333333335,61.666666666666664,37.0,25.0,12.0,9.333333333333334,4.0,6.666666666666667,0.7970034240724022,1.0
Mikhail Youzhny,183.0,3.066666666666667,3.0,78.4,46.53333333333333,31.066666666666666,16.8,11.933333333333334,4.0,7.066666666666666,0.6749499597567667,1.0
Dudi Sela,175.0,0.0,5.0,79.0,49.0,20.0,12.0,11.0,8.0,16.0,0.6566356384599112,0.0
Ernesto Escobedo,185.0,5.795918367346939,3.693877551020408,76.59183673469387,44.265306122448976,32.57142857142857,16.26530612244898,11.591836734693878,4.285714285714286,6.591836734693878,1.0145248180647046,0.0
Franko Skugor,193.0,6.0,4.0,91.0,36.0,30.0,19.0,13.0,4.0,9.0,0.47166092268132714,0.0
Donald Young,183.0,2.933333333333333,3.533333333333333,74.33333333333333,43.53333333333333,27.333333333333332,14.066666666666666,11.733333333333333,3.4,7.8,1.007464951424513,0.0
Carlos Berlocq,183.0,,,,,,,,,,0.3455179503976425,0.0
Rogerio Dutra Silva,178.0,2.0,2.0,56.0,30.0,18.0,10.0,8.0,2.0,6.0,0.6749538458608694,0.0
Guilherme Clezar,183.0,3.893617021276596,3.382978723404255,74.70212765957447,45.212765957446805,29.80851063829787,14.53191489361702,11.53191489361702,3.851063829787234,7.297872340425532,0.48384052997678884,0.0
Peter Polansky,180.0,5.25,2.5,77.25,47.75,30.75,13.25,11.25,6.25,10.0,0.6919881108624284,0.0
Mitchell Krueger,188.0,3.28,2.88,73.94,45.72,30.04,14.48,11.12,4.94,7.88,0.8247573739774017,0.0
Liam Broady,183.0,3.8222222222222224,2.7777777777777777,72.28888888888889,46.75555555555555,31.711111111111112,13.0,11.044444444444444,4.4222222222222225,7.044444444444444,0.5270311865070583,0.0
Lamine Ouahab,185.0,1.0,1.0,61.0,47.0,28.0,8.0,9.0,2.0,5.0,0.5647182916248057,0.0
Andrea Arnaboldi,180.0,,,,,,,,,,0.8192098508220567,0.0
Alexey Vatutin,178.0,1.7826086956521738,2.9565217391304346,69.95652173913044,44.32608695652174,28.02173913043478,12.630434782608695,10.652173913043478,4.3478260869565215,7.8478260869565215,0.4354477198476578,0.0
Pedro Sousa,180.0,2.5714285714285716,3.8857142857142857,69.37142857142857,41.57142857142857,27.542857142857144,12.342857142857143,10.771428571428572,4.314285714285714,7.857142857142857,0.9637551660578195,0.0
Yannick Hanfmann,193.0,4.938775510204081,2.836734693877551,68.26530612244898,42.673469387755105,30.020408163265305,13.408163265306122,10.612244897959183,4.020408163265306,6.204081632653061,0.7771062303895395,0.0
Noah Rubin,175.0,3.217391304347826,4.086956521739131,76.76086956521739,45.93478260869565,30.782608695652176,15.108695652173912,11.956521739130435,4.413043478260869,7.760869565217392,1.0186406312675673,0.0
Bernabe Zapata Miralles,185.0,1.702127659574468,2.2127659574468086,69.2127659574468,45.06382978723404,27.829787234042552,11.574468085106384,10.680851063829786,4.127659574468085,7.617021276595745,0.35610348348247417,0.0
Federico Coria,180.0,1.9166666666666667,3.3333333333333335,66.08333333333333,42.166666666666664,26.333333333333332,11.5,10.145833333333334,4.583333333333333,8.125,0.40033508312480537,0.0
Filip Horansky,175.0,3.5106382978723403,3.4468085106382977,64.44680851063829,38.255319148936174,24.851063829787233,11.851063829787234,9.893617021276595,3.723404255319149,7.319148936170213,0.21475764214226237,0.0
Calvin Hemery,188.0,5.25,4.2727272727272725,77.20454545454545,46.79545454545455,32.36363636363637,13.977272727272727,11.818181818181818,4.454545454545454,7.681818181818182,0.6434018720620591,0.0
Jurgen Zopp,190.0,4.644444444444445,2.3555555555555556,65.68888888888888,40.06666666666667,28.68888888888889,12.733333333333333,10.266666666666667,4.0,6.111111111111111,0.6686138597729857,0.0
Adam Pavlasek,186.0,5.4,2.66,74.7,44.16,29.92,15.42,11.5,3.9,6.88,0.80286253958669,0.0
Florian Mayer,190.0,2.75,2.0,73.25,44.0,26.0,15.75,11.0,5.0,8.75,0.6522751038228549,1.0
Stephane Robert,185.0,2.0,1.6666666666666667,72.0,40.0,26.666666666666668,16.0,10.666666666666666,5.666666666666667,8.666666666666666,0.674781364604699,0.0
Christian Harrison,178.0,3.891304347826087,2.5434782608695654,75.02173913043478,44.891304347826086,29.565217391304348,14.347826086956522,11.08695652173913,4.956521739130435,8.41304347826087,1.0249578723838415,0.0
Viktor Galovic,193.0,6.553191489361702,3.0425531914893615,76.36170212765957,48.276595744680854,34.4468085106383,14.23404255319149,11.53191489361702,4.553191489361702,6.617021276595745,0.8216827401739838,0.0
Oriol Roca Batalla,173.0,3.0,2.933333333333333,74.35555555555555,43.6,28.977777777777778,14.866666666666667,11.28888888888889,4.266666666666667,7.888888888888889,0.31904139613772686,0.0
Marc Andrea Huesler,196.0,6.78,3.38,72.28,40.84,30.34,16.24,11.3,3.6,5.74,0.6138464858823152,0.0
Daniel Masur,183.0,3.938775510204082,3.0816326530612246,71.3265306122449,43.244897959183675,30.020408163265305,13.857142857142858,10.673469387755102,4.714285714285714,7.285714285714286,0.5912402091948962,0.0
Quentin Halys,191.0,7.0,5.977777777777778,76.02222222222223,43.6,31.511111111111113,14.355555555555556,11.555555555555555,4.711111111111111,7.644444444444445,0.5414724611459327,0.0
Vincent Millot,173.0,3.125,2.375,68.0,41.75,27.875,12.625,10.375,3.75,6.5,0.5429898133739597,0.0
James Duckworth,183.0,7.1875,2.1666666666666665,80.1875,48.541666666666664,34.75,15.854166666666666,12.458333333333334,4.645833333333333,7.416666666666667,0.3745098558409176,0.0
Jason Kubler,178.0,3.2448979591836733,5.040816326530612,65.10204081632654,37.44897959183673,25.857142857142858,13.612244897959183,10.346938775510203,3.5306122448979593,6.36734693877551,0.6249855815138617,0.0
Constant Lestienne,180.0,2.8222222222222224,4.911111111111111,71.2,43.13333333333333,27.533333333333335,12.355555555555556,11.0,4.088888888888889,8.2,0.4933193867878516,0.0
Yosuke Watanuki,180.0,6.63265306122449,3.938775510204082,74.12244897959184,42.38775510204081,30.693877551020407,15.183673469387756,11.387755102040817,4.163265306122449,6.877551020408164,0.8435417728885526,0.0
Yibing Wu,183.0,4.48,2.24,69.76,43.28,29.48,13.26,10.8,3.3,6.12,1.0464041825452735,0.0
Jurgen Melzer,183.0,5.0,3.0,96.0,57.0,43.0,16.0,12.0,3.0,5.0,0.9197925054942834,1.0
Lorenzo Musetti,185.0,2.96,2.62,69.06,43.0,28.7,13.6,10.52,3.98,6.58,0.8648746696928373,1.0
Borna Gojo,196.0,6.285714285714286,4.040816326530612,69.75510204081633,40.87755102040816,30.020408163265305,14.551020408163266,10.775510204081632,3.204081632653061,5.285714285714286,1.1313061531416004,0.0
Stefanos Sakellaridis,,4.291666666666667,2.2083333333333335,65.70833333333333,39.958333333333336,27.166666666666668,11.958333333333334,9.833333333333334,4.5,7.416666666666667,0.4949829936672849,0.0
Dimitar Kuzmanov,183.0,1.38,2.84,72.26,47.44,30.44,12.56,11.18,3.76,7.04,0.5355709207276003,0.0
Timofey Skatov,173.0,0.76,2.14,76.38,55.84,33.2,10.52,11.52,4.66,8.46,0.6726516881503269,0.0
Jiri Lehecka,185.0,4.24,2.24,74.42,46.56,32.5,14.02,11.34,3.82,6.36,0.9174415085212025,0.0
Felipe Meligeni Alves,185.0,2.42,1.66,67.84,45.54,28.98,11.7,10.42,4.12,6.98,0.6532731224207599,0.0
Arthur Rinderknech,196.0,6.72,2.08,68.18,44.1,31.96,12.78,10.8,3.4,5.24,0.6373220688754527,0.0
Sebastian Korda,196.0,3.5714285714285716,3.2653061224489797,74.14285714285714,44.44897959183673,30.510204081632654,14.081632653061224,10.448979591836734,4.36734693877551,7.36734693877551,0.6843530663914419,0.0
Roman Safiullin,185.0,5.18,3.76,71.64,44.5,30.38,13.48,11.08,4.22,7.04,0.43246624642923576,0.0
Jack Draper,191.0,7.63265306122449,4.163265306122449,70.42857142857143,41.44897959183673,30.632653061224488,13.714285714285714,11.061224489795919,3.816326530612245,6.408163265306122,0.8875214375183001,0.0
Benjamin Bonzi,185.0,3.142857142857143,2.4489795918367347,74.14285714285714,46.204081632653065,31.163265306122447,13.795918367346939,11.183673469387756,4.36734693877551,7.020408163265306,0.6903049068568816,0.0
Aslan Karatsev,185.0,4.448979591836735,3.795918367346939,75.18367346938776,46.204081632653065,31.836734693877553,14.0,11.755102040816327,3.816326530612245,6.8979591836734695,0.521544797921434,1.0
Botic Van De Zandschulp,188.0,5.46,5.06,73.44,45.56,32.42,12.94,11.56,4.3,7.0,0.8169813496855056,1.0
Pedro Martinez,185.0,1.8979591836734695,4.551020408163265,72.3265306122449,45.244897959183675,30.020408163265305,12.73469387755102,11.020408163265307,4.163265306122449,7.387755102040816,0.47390966399962253,0.0
Tim Van Rijthoven,188.0,6.54,2.56,69.68,43.36,31.5,13.7,11.16,3.72,5.9,0.7894693792986738,0.0
Flavio Cobolli,,2.84,3.46,74.24,40.66,26.48,16.72,11.04,4.7,8.1,0.9528757487420121,0.0
Ben Shelton,,7.64,3.14,70.02,43.22,32.46,15.2,10.84,3.08,4.58,2.0509795599007017,1.0
J J Wolf,183.0,7.8478260869565215,3.152173913043478,66.97826086956522,37.02173913043478,28.217391304347824,15.173913043478262,10.369565217391305,3.4782608695652173,5.543478260869565,0.9313208532843883,0.0
Dalibor Svrcina,,1.0612244897959184,4.326530612244898,70.3265306122449,47.36734693877551,29.877551020408163,9.653061224489797,10.795918367346939,4.081632653061225,8.0,0.7925667671944493,0.0
Juncheng Shang,,2.44,3.2,79.66,51.64,34.72,14.26,12.22,3.96,6.96,0.8735630747505249,0.0
Rinky Hijikata,,4.42,3.0,73.12,41.9,30.44,15.22,11.08,4.18,6.56,0.7401810930441176,0.0
Tomas Martin Etcheverry,196.0,4.68,1.94,73.52,49.6,34.4,11.84,11.26,4.04,6.32,0.5580982021284702,0.0
Francisco Cerundolo,185.0,1.58,2.62,71.3,46.88,30.76,11.6,11.08,4.28,7.4,0.5402545969077761,1.0
Alex Molcan,178.0,2.84,3.76,70.0,40.92,26.74,14.34,10.56,4.8,8.0,0.7724110099607505,0.0
Emil Ruusuvuori,188.0,3.2857142857142856,4.6938775510204085,70.42857142857143,44.285714285714285,31.489795918367346,12.489795918367347,11.0,4.1020408163265305,6.63265306122449,0.58075721607574,0.0
Maxime Cressy,198.0,11.96,5.44,74.42,46.92,36.68,14.24,11.82,2.82,4.42,0.6934007186087038,0.0
Holger Rune,185.0,2.1,2.54,72.12,45.4,29.72,13.4,11.24,4.04,7.18,1.0621774043333014,1.0
Enzo Couacaud,183.0,3.604651162790698,2.441860465116279,72.93023255813954,43.30232558139535,28.674418604651162,15.069767441860465,11.465116279069768,4.069767441860465,7.4186046511627906,0.6080722629937036,0.0
Brandon Holt,,4.76,1.6,76.86,49.52,32.72,13.4,11.58,3.66,7.0,1.0605306875957723,0.0
Sebastian Baez,170.0,1.5106382978723405,1.425531914893617,73.29787234042553,55.297872340425535,34.808510638297875,9.404255319148936,10.936170212765957,4.595744680851064,7.595744680851064,0.8668472189018891,0.0
Juan Manuel Cerundolo,183.0,0.8163265306122449,1.530612244897959,72.57142857142857,52.91836734693877,32.38775510204081,10.408163265306122,11.16326530612245,3.938775510204082,7.244897959183674,1.313902991947974,0.0
Tomas Barrios Vera,191.0,2.5416666666666665,2.7083333333333335,71.1875,42.458333333333336,28.479166666666668,13.979166666666666,10.791666666666666,4.041666666666667,7.083333333333333,0.46796405585208434,0.0
Luciano Darderi,,4.791666666666667,1.9791666666666667,68.9375,34.458333333333336,24.8125,17.875,10.625,3.5625,6.0,0.8818535012502228,0.0
Emilio Gomez,185.0,3.2045454545454546,3.022727272727273,75.02272727272727,42.68181818181818,28.5,16.295454545454547,11.181818181818182,4.5227272727272725,7.4772727272727275,0.6480320461964982,0.0
Daniel Altmaier,191.0,4.98,2.52,68.72,42.3,29.4,12.24,10.36,3.98,6.7,0.5608719025837449,0.0
Arthur Fils,185.0,4.32,3.36,74.84,45.7,31.1,14.46,11.24,4.18,7.0,0.7640382917049192,0.0
Matija Pecotic,,3.5476190476190474,2.6666666666666665,68.5,41.57142857142857,28.047619047619047,13.976190476190476,10.833333333333334,3.238095238095238,6.0,0.7532231510201868,0.0
Nuno Borges,185.0,4.18,1.8,73.4,45.4,31.92,14.64,11.28,4.28,6.48,0.9712677066902657,0.0
Aleksandar Vukic,188.0,6.78,3.34,75.14,41.94,30.54,16.72,11.42,3.76,6.2,0.9177298050091,0.0
Carlos Alcaraz,185.0,1.38,2.48,80.66,55.52,34.62,13.22,11.96,4.94,8.22,1.3887951768168856,1.0
Juan Pablo Varillas,185.0,4.270833333333333,3.7708333333333335,64.14583333333333,34.333333333333336,24.041666666666668,14.625,9.791666666666666,4.145833333333333,6.8125,0.4402045652980558,0.0
Camilo Ugo Carabelli,,2.020408163265306,3.1020408163265305,64.63265306122449,36.38775510204081,24.3265306122449,14.061224489795919,10.040816326530612,3.836734693877551,6.775510204081633,0.5853631275695339,0.0
Facundo Diaz Acosta,183.0,3.54,4.14,69.94,38.02,26.22,15.88,11.0,3.84,6.92,0.5898000675866608,0.0
Gijs Brouwer,,4.456521739130435,2.782608695652174,70.5,46.630434782608695,31.67391304347826,12.326086956521738,10.58695652173913,4.217391304347826,6.413043478260869,0.6054212585377675,0.0
Alexandre Muller,183.0,2.2127659574468086,3.276595744680851,71.51063829787235,45.744680851063826,28.382978723404257,11.914893617021276,10.446808510638299,4.191489361702128,7.872340425531915,0.5244919696544234,0.0
Christopher Oconnell,183.0,4.56,2.7,71.14,43.56,29.88,13.36,10.9,4.32,7.08,0.5121961128110086,0.0
Leandro Riedi,191.0,4.76,2.94,78.12,48.26,34.62,15.3,11.88,3.82,6.08,1.2294940320942163,0.0
